create_time,bid,bn,campaign_id,cd,custom_track,de,dl,dt,ed,ev,group_id,id,job_id,md,publisher_id,rl,sr,ts,tz,ua,uid,utm_campaign,utm_content,utm_medium,utm_source,utm_term,v,vp
1bb3f440-fea5-11ec-bfe8-f9acaa3fa4ff,,Chrome 103,,24,,UTF-8,http://150.230.186.232/candidate-portal/job/19?r=&param1=98&param2=2,CandidatePortal,,1,,,,TRUE,,,1366x768,02:44.4,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-c5v39kv8-l5c94dee,,,,,,1,1366x625
8d4bc290-0bfc-11ed-af72-24fb4734cd22,1,Chrome 103,48,24,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/3235a2389bed6cdd59ad37ff23c1b6b4fb2d1668?param1=188&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""188"",""publisherId"":""1""}",2,34,,188,TRUE,1,,1366x768,31:25.3,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-yh82s4al-l60jlqwa,,,,,,1,1366x568
3ce54830-0cb0-11ed-a1c8-d08db82170b0,0,Chrome 103,222,24,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/601800a53111c9bfeef6bd826664a0bff0958d79?param1=1527&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""1527"",""publisherId"":""1""}",2,,,1527,TRUE,1,,1366x768,57:41.1,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-kntupfok-l61tduvk,,,,,,1,1366x625
dc2b2230-089f-11ed-89e4-5026ea32813a,,Chrome 103,,24,alive,UTF-8,http://150.230.186.232/candidate-portal/job/565,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""565"",""publisherId"":0,""userId"":425,""stayed_alive"":10}",2,,,,TRUE,,,1920x1080,50:20.2,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-4lva4hrh-l5te7l3b,,,,,,1,1920x884
73756820-0437-11ed-9877-756f7ba4360b,,chrome 99,,24,,utf-8,http://150.136.2.86/candidate-portal/login,candidateportal,,1,,,,TRUE,,,1536x864,42:44.1,-420,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/99.0.4844.84 safari/537.36",1-m1rjmp9d-l4zajc12,,,,,,1,1536x752
47c41410-08ec-11ed-a6a4-e523cd81e6ab,,Chrome 102,,24,,UTF-8,http://localhost:4200/,CandidatePortal,,1,,,,TRUE,,,1920x1080,57:22.3,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-ok78d38x-l5j7ka8p,,,,,,1,1920x976
723245a0-02ca-11ed-941e-7c73a9af9686,,Chrome 103,,24,click,UTF-8,http://localhost:4200/candidate-portal/job,CandidatePortal,"{""customEvent"":""click"",""jobId"":8,""publisherId"":0,""userId"":110}",2,,,,TRUE,,http://localhost:4200/candidate-portal/,1536x864,40:01.9,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-rrc3k5vd-l4o0b4yy,,,,,,1,1050x714
38fcd040-0b38-11ed-8b29-2805c8025275,,Chrome 103,,24,alive,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/188?jobId=188&publisherId=1,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""188"",""publisherId"":""1"",""stayed_alive"":10}",2,,,,TRUE,,,1366x768,06:02.4,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-84pzfc44-l5z5mcft,,,,,,1,1366x625
cec43770-08d7-11ed-b254-40407520bf56,,Chrome 103,,24,,UTF-8,http://150.136.2.86/candidate-portal/profile,CandidatePortal,,1,,,,TRUE,,,1366x768,30:49.7,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-m8tpkuds-l4oxward,,,,,,1,1517x694
be2cbf90-0846-11ed-91df-8ad386064e61,,Chrome 102,,24,,UTF-8,http://localhost:4200/candidate-portal/,CandidatePortal,,1,,,,TRUE,,http://localhost:4200/candidate-portal/,1920x1080,12:24.4,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-ok78d38x-l5j7ka8p,,,,,,1,1104x976
b2425d90-0cae-11ed-85db-a4559a9be5b9,1,Chrome 103,93,24,,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/ec972305bf4fd6cdf2b3701dbebc4a5385bd3258?param1=258&param2=1,CandidatePortal,,1,,,258,TRUE,1,,1366x768,46:39.0,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-kntupfok-l61tduvk,,,,,,1,1366x625
313f68d0-0cb0-11ed-a269-599101693e82,0,Chrome 103,222,24,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/601800a53111c9bfeef6bd826664a0bff0958d79?param1=1527&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""1527"",""publisherId"":""1""}",2,,,1527,TRUE,1,,1366x768,57:21.5,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-kntupfok-l61tduvk,,,,,,1,1366x625
66e5a280-0209-11ed-b241-68d449875c11,,Chrome 96,,24,unqualified,UTF-8,http://150.136.2.86/candidate-portal/profile,CandidatePortal,"{""customEvent"":""unqualified"",""publisherId"":0,""userId"":276}",2,,,,TRUE,,,1920x1080,38:12.1,-420,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",1-o23lt45w-l516d965,,,,,,1,1920x919
0bd9cb20-0d79-11ed-a305-92f6bdaf05b1,,Chrome 103,,24,,UTF-8,http://150.136.2.86/candidate-portal/,CandidatePortal,,1,,,,TRUE,,,1536x864,55:03.3,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-0d5ciljy-l4pdlaxd,,,,,,1,1536x714
ab0035c0-0353-11ed-b64d-e1a9cf5e0447,,Chrome 99,,24,,UTF-8,http://150.136.2.86/candidate-portal/messages,CandidatePortal,,1,,,,TRUE,,,1536x864,02:21.6,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36",1-m1rjmp9d-l4zajc12,,,,,,1,1536x754
7956c0c0-079a-11ed-b3ea-ca488b855c75,,Chrome 102,,24,,UTF-8,http://localhost:4200/candidate-portal/,CandidatePortal,,1,,,,TRUE,,http://localhost:4200/candidate-portal/,1920x1080,39:15.5,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-ok78d38x-l5j7ka8p,,,,,,1,1391x925
78b30e80-0bff-11ed-b1f1-1b9cb5d32483,0,Chrome 103,222,24,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/94d21a2757ece4af499b705f1b02c08d7caa80b0?param1=1533&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""1533"",""publisherId"":""1""}",2,,,1533,TRUE,1,,1366x768,52:18.0,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-yh82s4al-l60jlqwa,,,,,,1,1366x625
9cac5920-0850-11ed-b22c-08eed78b29b4,,Chrome 102,,24,,UTF-8,http://fe.dev.gotoro.io/candidate-portal/,CandidatePortal,,1,,,,TRUE,,,1920x1080,23:03.5,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-t4tqlljw-l5m9ph44,,,,,,1,1920x976
7cdc7ec0-07df-11ed-86f5-a2e8854d42f1,,Chrome 103,,24,,UTF-8,http://150.136.2.86/candidate-portal/profile,CandidatePortal,,1,,,,TRUE,,,1920x1080,53:16.7,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-r6v0gnu3-l5ro08os,,,,,,1,1920x884
a0818890-00f3-11ed-b488-c80e2bbf0506,,Chrome 103,,24,,UTF-8,http://localhost:4300/candidate-portal/,CandidatePortal,,1,,,,TRUE,,http://localhost:4300/candidate-portal/job,1920x1080,29:48.4,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-9tivgsfi-l4rae1qy,,,,,,1,1858x944
c31b2e10-fd42-11ec-8ee1-0a30ddfd549f,,Chrome 96,,24,,UTF-8,http://150.136.2.86/candidate-portal/,CandidatePortal,,1,,,,TRUE,,,1920x1080,46:12.1,-420,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",1-o23lt45w-l516d965,,,,,,1,1920x980
3e48ed3e-9456-11ed-b45d-596499863832,0,,61,,click,,,,,,41,,206,,35,,,1/14/2023 21:56,,,,,,,,,,
6ace7c40-0b5b-11ed-94a0-9a1ccbb8dc7c,1,Chrome 103,48,24,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/3235a2389bed6cdd59ad37ff23c1b6b4fb2d1668?param1=188&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""188"",""publisherId"":""1""}",2,34,,188,TRUE,1,,1366x768,17:58.1,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-zof0i457-l5ze6uuv,,,,,,1,1366x625
3e6903ee-9456-11ed-859a-79457f0b6bd3,0,,55,,click,,,,,,10,,1497,,20,,,1/14/2023 21:56,,,,,,,,,,
ae653da0-0d62-11ed-b6de-535ba1b44118,0,Chrome 103,222,24,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/67efdcf3279f30f33602423a263eba092c7a94f8?param1=1529&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""1529"",""publisherId"":""1""}",2,,,1529,TRUE,1,,1366x768,15:01.5,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-5bqarbwn-l633cyss,,,,,,1,1366x625
cec03380-084d-11ed-99ad-b5eee51b3b82,,Chrome 102,,24,,UTF-8,http://localhost:4200/candidate-portal/,CandidatePortal,,1,,,,TRUE,,http://localhost:4200/candidate-portal/,1920x1080,02:58.7,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-ok78d38x-l5j7ka8p,,,,,,1,1012x976
2bdeaaa0-0075-11ed-a78c-b7a1c578d6bb,,Chrome 103,,24,click,UTF-8,http://localhost:4200/candidate-portal/job/192,CandidatePortal,"{""customEvent"":""click"",""jobId"":192,""publisherId"":0,""userId"":123}",2,,,,TRUE,,,1536x864,24:32.7,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-rrc3k5vd-l4o0b4yy,,,,,,1,1018x714
385b0a30-0bb5-11ed-a25e-38d72de1318c,,Chrome 103,,24,,UTF-8,http://fe.test.gotoro.io/candidate-portal/job/5,CandidatePortal,,1,,,,TRUE,,,1366x768,00:44.1,-420,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-976gsto4-l601lyhu,,,,,,1,1366x768
f6effc90-fea3-11ec-8a1b-47e436f4e7d4,2,Chrome 103,4,24,click,UTF-8,http://150.230.186.232/candidate-portal/job/a9df1f103a849b2071e827e951a7c69cc917699a?r=&param1=98&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""98"",""publisherId"":""1""}",2,,,98,TRUE,1,,1366x768,54:33.2,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-c5v39kv8-l5c94dee,,,,,,1,1366x625
164015a0-fd12-11ec-a1c8-8f2c959c14df,,Chrome 103,,30,,UTF-8,http://150.136.2.86/candidate-portal/verify-email?token=9a852ff8-49d1-49fb-8e74-95caed506da2&id=231,CandidatePortal,,1,,,,TRUE,,,1440x900,57:46.1,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-i7wbmpwo-l4pokrao,,,,,,1,1440x711
eade83f0-fec0-11ec-ab6a-a5c639b9c60e,,Chrome 103,,24,qualified,UTF-8,http://129.213.68.90/candidate-portal/,CandidatePortal,"{""customEvent"":""qualified"",""publisherId"":0}",2,,,,TRUE,,,1920x1080,21:47.5,240,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-eb7odtp7-l4o6dg83,,,,,,1,1920x961
8f679b70-0cb1-11ed-b232-3ea4bd67a7e8,,Chrome 103,,24,alive,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/1533?jobId=1533&publisherId=1,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""1533"",""publisherId"":""1"",""stayed_alive"":10}",2,,,,TRUE,,,1366x768,07:09.0,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-n0yirqcz-l61u0uk7,,,,,,1,1366x625
685a4d80-0440-11ed-814f-2b6ed16854e9,,Chrome 103,,24,unqualified,UTF-8,http://129.213.68.90/candidate-portal/,CandidatePortal,"{""customEvent"":""unqualified"",""publisherId"":0,""userId"":90}",2,,,,TRUE,,,1280x720,16:57.2,-330,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-8kd8ml3w-l5jkmnc6,,,,,,1,1600x712
fc76ff70-08c5-11ed-b338-0e39fef99dd0,,Chrome 102,,24,click,UTF-8,http://localhost:4200/candidate-portal/job?what=Design&where=,CandidatePortal,"{""customEvent"":""click"",""jobId"":271,""publisherId"":0,""userId"":97}",2,,,,TRUE,,http://localhost:4200/candidate-portal/job,1920x1080,23:15.3,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-ok78d38x-l5j7ka8p,,,,,,1,1451x919
0b3fa4e0-032f-11ed-aca8-5d5b715e3ba1,,Chrome 103,,30,click,UTF-8,http://150.136.2.86/candidate-portal/job/1119,CandidatePortal,"{""customEvent"":""click"",""jobId"":1119,""publisherId"":0,""userId"":234}",2,,,,TRUE,,,1440x900,40:10.0,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.53 Safari/537.36",1-tqze99b0-l5j4h561,,,,,,1,1440x714
cc177f30-0c12-11ed-99b5-7a3538e97adf,,Chrome 103,,24,,UTF-8,http://fe.stag.gotoro.io/candidate-portal/,CandidatePortal,,1,,,,TRUE,,,1920x1080,10:38.8,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-vk7kksgd-l5tjg8wn,,,,,,1,1920x947
952f2de0-0b5b-11ed-8620-e4bbf49474ab,,Chrome 103,,24,alive,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/188?jobId=188&publisherId=1,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""188"",""publisherId"":""1"",""stayed_alive"":10}",2,,,,TRUE,,,1366x768,19:09.2,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-zof0i457-l5ze6uuv,,,,,,1,1366x625
0c1547d0-0294-11ed-9364-7a6cfa9149f9,,Chrome 102,,24,click,UTF-8,http://150.136.2.86/candidate-portal/job/1015,CandidatePortal,"{""customEvent"":""click"",""jobId"":1015,""publisherId"":0,""userId"":72}",2,,,,TRUE,,,1920x1080,10:39.4,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-s1380zhv-l4ozwjai,,,,,,1,1211x976
d8243ce0-04a2-11ed-9977-aefab9f7b515,,Chrome 103,,24,alive,UTF-8,http://150.230.186.232/candidate-portal/job/442,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""442"",""publisherId"":0,""stayed_alive"":10}",2,,,,TRUE,,,1366x768,01:33.8,300,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-lyqgpreh-l5n6o54h,,,,,,1,1366x768
95562450-0bff-11ed-bc9e-9e0e45e9908f,,Chrome 103,,24,alive,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/1533?jobId=1533&publisherId=1,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""1533"",""publisherId"":""1"",""stayed_alive"":10}",2,,,,TRUE,,,1366x768,53:07.3,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-yh82s4al-l60jlqwa,,,,,,1,1366x625
aa864b50-0968-11ed-9103-7cc447fdbb39,,Chrome 102,,24,click,UTF-8,http://localhost:4200/candidate-portal/job?what=a&where=,CandidatePortal,"{""customEvent"":""click"",""jobId"":269,""publisherId"":0,""userId"":97}",2,,,,TRUE,,http://localhost:4200/candidate-portal/,1920x1080,47:45.6,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-ok78d38x-l5j7ka8p,,,,,,1,521x919
7d166990-07d6-11ed-b65d-d4a0cb5c9074,,Chrome 102,,24,,UTF-8,http://localhost:4200/candidate-portal/,CandidatePortal,,1,,,,TRUE,,http://localhost:4200/candidate-portal/,1920x1080,48:51.9,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-ok78d38x-l5j7ka8p,,,,,,1,1920x925
88701a90-00cc-11ed-88f4-f071a3a7a15f,,Chrome 103,,24,click,UTF-8,http://150.136.2.86/candidate-portal/job,CandidatePortal,"{""customEvent"":""click"",""jobId"":192,""publisherId"":0,""userId"":116}",2,,,,TRUE,,,1920x1080,49:54.5,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-0d5ciljy-l4pdlaxd,,,,,,1,1150x929
ce255420-09ef-11ed-9447-60ea2c47e254,,Chrome 102,,24,,UTF-8,http://localhost:4200/candidate-portal/profile,CandidatePortal,,1,,,,TRUE,,http://localhost:4200/candidate-portal/profile,1920x1080,55:07.3,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-ok78d38x-l5j7ka8p,,,,,,1,1007x925
9200d1d0-0c8e-11ed-a800-88778acf0a9d,0,Chrome 103,222,24,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/67efdcf3279f30f33602423a263eba092c7a94f8?param1=1529&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""1529"",""publisherId"":""1""}",2,,,1529,TRUE,1,,1366x768,56:40.1,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-t8bqaiy4-l61kszmf,,,,,,1,1366x625
